sample,horizon_weeks,phase,industry,observations,sufficient,mean,median,sd,p10,p90,share_positive
revised_long_ex_both,4,slowdown,BusEq,666,True,0.003364,0.003129,0.034986,-0.034202,0.043576,0.5511
revised_long_ex_both,4,slowdown,Telcm,666,True,-0.003918,-0.00411,0.033739,-0.044182,0.0339,0.4565
revised_long_ex_both,4,slowdown,Utils,666,True,-0.000302,-0.002036,0.045225,-0.05094,0.055612,0.482
revised_long_ex_both,4,slowdown,Shops,666,True,0.000232,-0.001029,0.025063,-0.025889,0.028735,0.479
revised_long_ex_both,4,slowdown,Hlth,666,True,-0.000546,-0.00171,0.033805,-0.038606,0.039368,0.467
revised_long_ex_both,4,slowdown,Money,666,True,0.001882,0.001633,0.028817,-0.03095,0.032775,0.521
revised_long_ex_both,4,slowdown,Other,666,True,-0.003147,-0.002533,0.017189,-0.023769,0.01596,0.4294
revised_long_ex_both,4,contraction,NoDur,68,True,0.007705,0.007679,0.043453,-0.039104,0.062442,0.5441
revised_long_ex_both,4,contraction,Durbl,68,True,0.011166,0.009576,0.045144,-0.042019,0.066533,0.5588
revised_long_ex_both,4,contraction,Manuf,68,True,0.004303,0.003994,0.031751,-0.028884,0.033411,0.5441
revised_long_ex_both,4,contraction,Enrgy,68,True,-0.000637,0.004054,0.050044,-0.068424,0.054027,0.5294
revised_long_ex_both,4,contraction,Chems,68,True,0.004246,-0.000714,0.037825,-0.038226,0.063261,0.5
revised_long_ex_both,4,contraction,BusEq,68,True,-0.006492,-0.001168,0.063361,-0.087758,0.061831,0.4853
revised_long_ex_both,4,contraction,Telcm,68,True,-0.012161,-0.011095,0.036659,-0.050756,0.034227,0.3529
revised_long_ex_both,4,contraction,Utils,68,True,0.006928,0.002779,0.050099,-0.048822,0.068146,0.5294
revised_long_ex_both,4,contraction,Shops,68,True,0.009103,0.005192,0.027212,-0.021365,0.049305,0.5735
revised_long_ex_both,4,contraction,Hlth,68,True,0.002576,-0.004021,0.034435,-0.032468,0.052447,0.4559
revised_long_ex_both,4,contraction,Money,68,True,0.005409,0.00504,0.019696,-0.016129,0.028853,0.5441
revised_long_ex_both,4,contraction,Other,68,True,0.003538,0.004636,0.028474,-0.032793,0.037187,0.6029
revised_long_ex_both,13,recovery,NoDur,95,True,0.010124,0.003849,0.039462,-0.034728,0.060289,0.5579
revised_long_ex_both,13,recovery,Durbl,95,True,-0.000366,0.005061,0.07922,-0.107655,0.101049,0.5158
revised_long_ex_both,13,recovery,Manuf,95,True,0.014705,0.011571,0.039691,-0.02921,0.066699,0.6737
revised_long_ex_both,13,recovery,Enrgy,95,True,0.018321,0.011674,0.063385,-0.050211,0.095469,0.5895
revised_long_ex_both,13,recovery,Chems,95,True,0.006255,0.000692,0.036727,-0.031064,0.051993,0.5158
revised_long_ex_both,13,recovery,BusEq,95,True,0.006875,0.001313,0.052681,-0.04801,0.077748,0.5263
revised_long_ex_both,13,recovery,Telcm,95,True,0.021181,0.016883,0.068059,-0.062365,0.113061,0.6316
revised_long_ex_both,13,recovery,Utils,95,True,-0.00182,0.00153,0.051149,-0.075363,0.06608,0.5053
revised_long_ex_both,13,recovery,Shops,95,True,-0.009803,5.9e-05,0.044982,-0.080639,0.03871,0.5053
revised_long_ex_both,13,recovery,Hlth,95,True,-0.016512,-0.009977,0.049013,-0.076887,0.026724,0.3579
revised_long_ex_both,13,recovery,Money,95,True,0.002222,-0.001776,0.045489,-0.044941,0.045336,0.4737
revised_long_ex_both,13,recovery,Other,95,True,0.002709,0.00092,0.029792,-0.037754,0.043789,0.5158
revised_long_ex_both,13,expansion,NoDur,671,True,-0.005208,-0.006227,0.055297,-0.071211,0.062894,0.4531
revised_long_ex_both,13,expansion,Durbl,671,True,-0.02168,-0.023135,0.086615,-0.11204,0.073335,0.3562
revised_long_ex_both,13,expansion,Manuf,671,True,0.003628,0.004083,0.040904,-0.050299,0.050281,0.538
revised_long_ex_both,13,expansion,Enrgy,671,True,-0.00012,-0.004332,0.099591,-0.106478,0.108373,0.4724
revised_long_ex_both,13,expansion,Chems,671,True,-0.012159,-0.007698,0.052992,-0.06954,0.041316,0.4218
revised_long_ex_both,13,expansion,BusEq,671,True,0.009985,0.00764,0.061196,-0.059312,0.076801,0.5753
revised_long_ex_both,13,expansion,Telcm,671,True,-0.005859,-0.008772,0.06212,-0.076297,0.067392,0.4322
revised_long_ex_both,13,expansion,Utils,671,True,0.000111,0.000958,0.070082,-0.082306,0.088207,0.5097
revised_long_ex_both,13,expansion,Shops,671,True,-0.003019,-0.004186,0.03869,-0.04834,0.046388,0.4456
revised_long_ex_both,13,expansion,Hlth,671,True,0.005902,0.008094,0.052303,-0.063222,0.067588,0.5768
revised_long_ex_both,13,expansion,Money,671,True,0.00196,-0.0003,0.044699,-0.050112,0.050526,0.4993
revised_long_ex_both,13,expansion,Other,671,True,-0.00703,-0.005321,0.031093,-0.048823,0.02869,0.4024
revised_long_ex_both,13,slowdown,NoDur,666,True,-0.007584,-0.010884,0.068696,-0.087813,0.074767,0.4009
revised_long_ex_both,13,slowdown,Durbl,666,True,0.008471,-0.011103,0.111275,-0.093357,0.140299,0.4369
revised_long_ex_both,13,slowdown,Manuf,666,True,0.003677,0.002238,0.044032,-0.04586,0.050391,0.5255
revised_long_ex_both,13,slowdown,Enrgy,666,True,0.005983,-0.006319,0.096704,-0.103572,0.132386,0.476
revised_long_ex_both,13,slowdown,Chems,666,True,-0.004464,-0.006076,0.05979,-0.071684,0.0675,0.4535
revised_long_ex_both,13,slowdown,BusEq,666,True,0.012594,0.015412,0.067249,-0.059992,0.083518,0.6231
revised_long_ex_both,13,slowdown,Telcm,666,True,-0.015941,-0.011977,0.056531,-0.089791,0.052824,0.4009
revised_long_ex_both,13,slowdown,Utils,666,True,-0.000568,-0.0088,0.080981,-0.085155,0.109794,0.4459
revised_long_ex_both,13,slowdown,Shops,666,True,0.000689,-0.0021,0.045451,-0.05229,0.053964,0.4775
revised_long_ex_both,13,slowdown,Hlth,666,True,-0.00442,-0.00272,0.055606,-0.073641,0.054391,0.4865
revised_long_ex_both,13,slowdown,Money,666,True,0.002036,0.002099,0.054579,-0.062676,0.059363,0.521
revised_long_ex_both,13,slowdown,Other,666,True,-0.00937,-0.008119,0.031353,-0.05079,0.02749,0.3934
revised_long_ex_both,13,contraction,NoDur,68,True,0.026016,0.012877,0.066856,-0.054529,0.119548,0.5882
revised_long_ex_both,13,contraction,Durbl,68,True,0.031123,0.043497,0.076269,-0.07627,0.114964,0.7353
revised_long_ex_both,13,contraction,Manuf,68,True,0.016902,0.003421,0.061396,-0.049806,0.108701,0.5147
revised_long_ex_both,13,contraction,Enrgy,68,True,-0.022127,-0.034864,0.103129,-0.128619,0.098391,0.3971
revised_long_ex_both,13,contraction,Chems,68,True,0.020361,0.02196,0.064672,-0.061914,0.101935,0.6029
revised_long_ex_both,13,contraction,BusEq,68,True,-0.015688,-0.013979,0.097937,-0.127798,0.101047,0.4412
revised_long_ex_both,13,contraction,Telcm,68,True,-0.04351,-0.051069,0.049537,-0.101829,0.025363,0.1912
revised_long_ex_both,13,contraction,Utils,68,True,0.003077,-0.004515,0.073206,-0.087249,0.087574,0.4853
revised_long_ex_both,13,contraction,Shops,68,True,0.034287,0.035591,0.033778,-0.006897,0.080425,0.8088
revised_long_ex_both,13,contraction,Hlth,68,True,0.008458,-0.005655,0.058616,-0.059829,0.092387,0.4853
revised_long_ex_both,13,contraction,Money,68,True,0.012706,0.012688,0.035648,-0.017116,0.053701,0.7647
revised_long_ex_both,13,contraction,Other,68,True,0.002427,9.5e-05,0.05129,-0.065208,0.075079,0.5
revised_long_ex_both,26,recovery,NoDur,95,True,0.00465,0.017273,0.05093,-0.068239,0.061588,0.5789
revised_long_ex_both,26,recovery,Durbl,95,True,0.024425,0.033107,0.117598,-0.134435,0.183895,0.6632
revised_long_ex_both,26,recovery,Manuf,95,True,0.026577,0.030057,0.047754,-0.047179,0.070536,0.7895
revised_long_ex_both,26,recovery,Enrgy,95,True,0.053779,0.048912,0.092148,-0.049326,0.172471,0.7158
revised_long_ex_both,26,recovery,Chems,95,True,0.014284,0.019792,0.04355,-0.040302,0.063474,0.6211
revised_long_ex_both,26,recovery,BusEq,95,True,0.011727,0.014944,0.060489,-0.072179,0.092815,0.6421
revised_long_ex_both,26,recovery,Telcm,95,True,0.009468,-0.003939,0.071057,-0.068271,0.105042,0.4737
revised_long_ex_both,26,recovery,Utils,95,True,0.004799,0.006965,0.054197,-0.063353,0.076382,0.5789
revised_long_ex_both,26,recovery,Shops,95,True,-0.026002,-0.019132,0.035173,-0.070141,0.017956,0.2211
revised_long_ex_both,26,recovery,Hlth,95,True,-0.02301,-0.026711,0.048209,-0.082231,0.029952,0.2842
revised_long_ex_both,26,recovery,Money,95,True,-0.013365,-0.005492,0.051516,-0.092496,0.052952,0.4526
revised_long_ex_both,26,recovery,Other,95,True,-0.001294,0.004755,0.03197,-0.055673,0.034045,0.6
revised_long_ex_both,26,expansion,NoDur,667,True,-0.010786,-0.006821,0.07817,-0.101863,0.077653,0.4483
revised_long_ex_both,26,expansion,Durbl,667,True,-0.032998,-0.041465,0.113516,-0.14588,0.097927,0.3523
revised_long_ex_both,26,expansion,Manuf,667,True,0.001098,0.002797,0.057636,-0.074211,0.065939,0.5187
revised_long_ex_both,26,expansion,Enrgy,667,True,0.010345,-0.00859,0.158052,-0.149774,0.178094,0.4723
revised_long_ex_both,26,expansion,Chems,667,True,-0.015864,-0.008795,0.066421,-0.090199,0.052271,0.3958
revised_long_ex_both,26,expansion,BusEq,667,True,0.025225,0.020696,0.083208,-0.069499,0.119659,0.6237
revised_long_ex_both,26,expansion,Telcm,667,True,-0.015295,-0.023164,0.09056,-0.123678,0.106058,0.4033
revised_long_ex_both,26,expansion,Utils,667,True,0.004308,0.002801,0.10152,-0.117656,0.125774,0.5082
revised_long_ex_both,26,expansion,Shops,667,True,-0.003139,-0.005148,0.058012,-0.075487,0.072324,0.4723
revised_long_ex_both,26,expansion,Hlth,667,True,0.013829,0.020795,0.071334,-0.079408,0.093866,0.5907
revised_long_ex_both,26,expansion,Money,667,True,0.003996,0.00498,0.068127,-0.08872,0.078355,0.5487
revised_long_ex_both,26,expansion,Other,667,True,-0.016944,-0.014419,0.041122,-0.066329,0.032029,0.3253
revised_long_ex_both,26,slowdown,NoDur,657,True,-0.016079,-0.014298,0.100248,-0.13546,0.088613,0.446
revised_long_ex_both,26,slowdown,Durbl,657,True,-0.001123,-0.023146,0.152148,-0.153597,0.189972,0.411
revised_long_ex_both,26,slowdown,Manuf,657,True,0.009754,0.008211,0.069455,-0.070543,0.099133,0.5419
revised_long_ex_both,26,slowdown,Enrgy,657,True,-0.006224,-0.008315,0.131395,-0.166344,0.176394,0.4505
revised_long_ex_both,26,slowdown,Chems,657,True,-0.019512,-0.014011,0.090035,-0.116796,0.072093,0.411
revised_long_ex_both,26,slowdown,BusEq,657,True,0.022809,0.022315,0.110139,-0.08324,0.133812,0.6484
revised_long_ex_both,26,slowdown,Telcm,657,True,-0.017545,-0.01461,0.083388,-0.124567,0.076358,0.4049
revised_long_ex_both,26,slowdown,Utils,657,True,-0.003767,-0.007792,0.115111,-0.128029,0.139994,0.4612
revised_long_ex_both,26,slowdown,Shops,657,True,0.001092,-0.000723,0.064449,-0.073491,0.074638,0.4977
revised_long_ex_both,26,slowdown,Hlth,657,True,-0.006133,-0.010351,0.073184,-0.09604,0.085707,0.4444
revised_long_ex_both,26,slowdown,Money,657,True,0.002649,0.005148,0.088534,-0.107142,0.089957,0.5205
revised_long_ex_both,26,slowdown,Other,657,True,-0.015636,-0.012873,0.048555,-0.082177,0.037817,0.3714
revised_long_ex_both,26,contraction,NoDur,68,True,0.071609,0.087006,0.08177,-0.057691,0.165137,0.7941
revised_long_ex_both,26,contraction,Durbl,68,True,0.078153,0.095844,0.110094,-0.064117,0.20356,0.7206
revised_long_ex_both,26,contraction,Manuf,68,True,0.05242,0.037379,0.096614,-0.054821,0.18951,0.7059
revised_long_ex_both,26,contraction,Enrgy,68,True,-0.014781,-0.003625,0.112544,-0.119188,0.136571,0.4853
revised_long_ex_both,26,contraction,Chems,68,True,0.06678,0.096791,0.087105,-0.082216,0.157707,0.7647
revised_long_ex_both,26,contraction,BusEq,68,True,-0.041538,-0.058496,0.121108,-0.189825,0.130915,0.3382
revised_long_ex_both,26,contraction,Telcm,68,True,-0.107109,-0.092338,0.055252,-0.177287,-0.050764,0.0147
revised_long_ex_both,26,contraction,Utils,68,True,-0.007841,-0.016014,0.057847,-0.070635,0.059402,0.3824
revised_long_ex_both,26,contraction,Shops,68,True,0.070978,0.072368,0.033022,0.029729,0.116305,1.0
revised_long_ex_both,26,contraction,Hlth,68,True,-0.005922,0.02202,0.090772,-0.112605,0.114683,0.5294
revised_long_ex_both,26,contraction,Money,68,True,0.031102,0.038624,0.062917,-0.002668,0.092778,0.8529
revised_long_ex_both,26,contraction,Other,68,True,-0.01621,-0.009863,0.045471,-0.076259,0.041524,0.3824
real_time_ex_covid,4,recovery,NoDur,10,True,-0.014015,-0.014356,0.017386,-0.02924,0.004368,0.2
real_time_ex_covid,4,recovery,Durbl,10,True,-0.007396,-0.014679,0.066103,-0.073964,0.076239,0.4
real_time_ex_covid,4,recovery,Manuf,10,True,-0.004026,-0.01453,0.02457,-0.022702,0.024235,0.3
real_time_ex_covid,4,recovery,Enrgy,10,True,0.007674,0.007835,0.106076,-0.111597,0.107533,0.6
real_time_ex_covid,4,recovery,Chems,10,True,-0.025164,-0.026508,0.029865,-0.064743,0.001411,0.1
real_time_ex_covid,4,recovery,BusEq,10,True,0.01528,0.016047,0.026176,-0.016955,0.043663,0.8
real_time_ex_covid,4,recovery,Telcm,10,True,-0.025312,-0.023558,0.034682,-0.077001,0.015469,0.3
real_time_ex_covid,4,recovery,Utils,10,True,-0.015276,-0.004983,0.030654,-0.059459,0.011247,0.4
real_time_ex_covid,4,recovery,Shops,10,True,-0.000102,0.000904,0.025785,-0.029606,0.02583,0.6
real_time_ex_covid,4,recovery,Hlth,10,True,-0.01025,-0.014913,0.023713,-0.033332,0.014256,0.3
real_time_ex_covid,4,recovery,Money,10,True,-0.001036,-0.020431,0.040188,-0.038141,0.049506,0.4
real_time_ex_covid,4,recovery,Other,10,True,0.00829,0.001461,0.021633,-0.006241,0.029247,0.5
real_time_ex_covid,4,expansion,NoDur,282,True,-0.000595,-0.005696,0.03325,-0.035822,0.040044,0.4184
real_time_ex_covid,4,expansion,Durbl,282,True,-0.016062,-0.010296,0.06644,-0.093474,0.041445,0.3865
real_time_ex_covid,4,expansion,Manuf,282,True,0.001801,0.000445,0.025537,-0.025577,0.024408,0.5142
real_time_ex_covid,4,expansion,Enrgy,282,True,0.001581,-0.008564,0.069065,-0.079788,0.089836,0.4468
real_time_ex_covid,4,expansion,Chems,282,True,-0.001331,-0.002571,0.026896,-0.029605,0.032265,0.4504
real_time_ex_covid,4,expansion,BusEq,282,True,0.001995,0.001438,0.021565,-0.024977,0.025246,0.5461
real_time_ex_covid,4,expansion,Telcm,282,True,-0.002762,-0.004582,0.03434,-0.039142,0.037441,0.4291
real_time_ex_covid,4,expansion,Utils,282,True,0.000547,-0.000749,0.040732,-0.04548,0.048729,0.4965
real_time_ex_covid,4,expansion,Shops,282,True,-0.001463,-0.000892,0.021427,-0.02721,0.025393,0.4645
real_time_ex_covid,4,expansion,Hlth,282,True,0.002489,0.003929,0.029428,-0.033312,0.036265,0.5816
real_time_ex_covid,4,expansion,Money,282,True,0.004007,0.003768,0.0229,-0.023461,0.029381,0.578
real_time_ex_covid,4,expansion,Other,282,True,-0.001285,-0.00154,0.016834,-0.022793,0.01895,0.4362
real_time_ex_covid,4,slowdown,NoDur,324,True,-0.007754,-0.00857,0.03212,-0.048398,0.028432,0.4228
real_time_ex_covid,4,slowdown,Durbl,324,True,0.012127,-0.001755,0.079591,-0.059536,0.102423,0.4784
real_time_ex_covid,4,slowdown,Manuf,324,True,0.000144,0.000263,0.02304,-0.029133,0.025612,0.5062
real_time_ex_covid,4,slowdown,Enrgy,324,True,-0.005257,-0.011698,0.055955,-0.064422,0.056458,0.392
real_time_ex_covid,4,slowdown,Chems,324,True,-0.008548,-0.009369,0.028466,-0.043986,0.021178,0.3673
real_time_ex_covid,4,slowdown,BusEq,324,True,0.007561,0.00705,0.023391,-0.020535,0.036298,0.6481
real_time_ex_covid,4,slowdown,Telcm,324,True,-0.008817,-0.005991,0.032555,-0.049683,0.02972,0.4074
real_time_ex_covid,4,slowdown,Utils,324,True,-0.00259,-0.002969,0.040399,-0.05194,0.049058,0.4691
real_time_ex_covid,4,slowdown,Shops,324,True,-0.000101,6.2e-05,0.018533,-0.021794,0.021621,0.5
real_time_ex_covid,4,slowdown,Hlth,324,True,-0.00622,-0.004161,0.031082,-0.044713,0.030913,0.4074
real_time_ex_covid,4,slowdown,Money,324,True,-0.002572,-0.004173,0.02871,-0.035826,0.029001,0.4444
real_time_ex_covid,4,slowdown,Other,324,True,-0.002782,-0.002407,0.017425,-0.022281,0.016325,0.4259
real_time_ex_covid,4,contraction,NoDur,0,False,,,,,,
real_time_ex_covid,4,contraction,Durbl,0,False,,,,,,
real_time_ex_covid,4,contraction,Manuf,0,False,,,,,,
real_time_ex_covid,4,contraction,Enrgy,0,False,,,,,,
real_time_ex_covid,4,contraction,Chems,0,False,,,,,,
real_time_ex_covid,4,contraction,BusEq,0,False,,,,,,
real_time_ex_covid,4,contraction,Telcm,0,False,,,,,,
real_time_ex_covid,4,contraction,Utils,0,False,,,,,,
real_time_ex_covid,4,contraction,Shops,0,False,,,,,,
real_time_ex_covid,4,contraction,Hlth,0,False,,,,,,
real_time_ex_covid,4,contraction,Money,0,False,,,,,,
real_time_ex_covid,4,contraction,Other,0,False,,,,,,
real_time_ex_covid,13,recovery,NoDur,10,True,-0.011089,-0.016769,0.025667,-0.034299,0.019316,0.4
real_time_ex_covid,13,recovery,Durbl,10,True,-0.093212,-0.10168,0.058863,-0.148534,-0.033022,0.1
real_time_ex_covid,13,recovery,Manuf,10,True,0.01827,0.014914,0.049422,-0.035995,0.078523,0.5
real_time_ex_covid,13,recovery,Enrgy,10,True,0.084595,0.063285,0.088659,0.014156,0.173834,0.9
real_time_ex_covid,13,recovery,Chems,10,True,-0.029572,-0.031137,0.023781,-0.053891,-0.000856,0.1
real_time_ex_covid,13,recovery,BusEq,10,True,0.014446,0.021023,0.026418,-0.024697,0.040164,0.7
real_time_ex_covid,13,recovery,Telcm,10,True,-0.04486,-0.039734,0.025044,-0.085646,-0.019904,0.0
real_time_ex_covid,13,recovery,Utils,10,True,-0.019432,-0.019818,0.021909,-0.049003,0.003368,0.2
real_time_ex_covid,13,recovery,Shops,10,True,0.001395,0.001337,0.012908,-0.011202,0.018186,0.5
real_time_ex_covid,13,recovery,Hlth,10,True,-0.035103,-0.027521,0.045768,-0.090918,0.010834,0.2
real_time_ex_covid,13,recovery,Money,10,True,0.034359,0.023997,0.054113,-0.013532,0.095812,0.5
real_time_ex_covid,13,recovery,Other,10,True,0.017039,0.018443,0.042405,-0.030492,0.05629,0.5
real_time_ex_covid,13,expansion,NoDur,275,True,-0.015945,-0.018482,0.056571,-0.083862,0.05564,0.3527
real_time_ex_covid,13,expansion,Durbl,275,True,-0.011859,-0.013607,0.116791,-0.120695,0.110484,0.4218
real_time_ex_covid,13,expansion,Manuf,275,True,-0.001422,-0.004685,0.036863,-0.042245,0.036727,0.4182
real_time_ex_covid,13,expansion,Enrgy,275,True,-0.019609,-0.032461,0.117922,-0.138584,0.10233,0.3091
real_time_ex_covid,13,expansion,Chems,275,True,-0.017495,-0.012779,0.048085,-0.075818,0.042066,0.3491
real_time_ex_covid,13,expansion,BusEq,275,True,0.017071,0.015616,0.036482,-0.029877,0.061877,0.7018
real_time_ex_covid,13,expansion,Telcm,275,True,-0.021177,-0.014375,0.065365,-0.102222,0.054209,0.3782
real_time_ex_covid,13,expansion,Utils,275,True,-0.002123,-0.007185,0.068367,-0.078629,0.088295,0.4727
real_time_ex_covid,13,expansion,Shops,275,True,-0.000463,-0.00278,0.035167,-0.044908,0.046328,0.4655
real_time_ex_covid,13,expansion,Hlth,275,True,-0.006443,0.003894,0.053314,-0.08082,0.051187,0.5273
real_time_ex_covid,13,expansion,Money,275,True,0.003454,-0.001247,0.036661,-0.034871,0.040243,0.4909
real_time_ex_covid,13,expansion,Other,275,True,-0.007848,-0.006392,0.032928,-0.048275,0.03083,0.3927
real_time_ex_covid,13,slowdown,NoDur,322,True,-0.014855,-0.016514,0.05792,-0.085299,0.062097,0.3696
real_time_ex_covid,13,slowdown,Durbl,322,True,0.00605,-0.013304,0.136266,-0.124336,0.168573,0.4037
real_time_ex_covid,13,slowdown,Manuf,322,True,-0.001238,0.003592,0.041001,-0.051667,0.042095,0.5217
real_time_ex_covid,13,slowdown,Enrgy,322,True,-0.010179,-0.031126,0.116172,-0.123842,0.141166,0.3727
real_time_ex_covid,13,slowdown,Chems,322,True,-0.019375,-0.016948,0.050612,-0.086004,0.043937,0.354
real_time_ex_covid,13,slowdown,BusEq,322,True,0.018175,0.016431,0.04271,-0.036566,0.068944,0.6491
real_time_ex_covid,13,slowdown,Telcm,322,True,-0.018999,-0.011191,0.054569,-0.092355,0.042006,0.3789
real_time_ex_covid,13,slowdown,Utils,322,True,-0.006491,-0.006814,0.065814,-0.080726,0.086261,0.4317
real_time_ex_covid,13,slowdown,Shops,322,True,-0.001369,-0.001961,0.03665,-0.048497,0.04452,0.4783
real_time_ex_covid,13,slowdown,Hlth,322,True,-0.006146,-0.002889,0.054119,-0.075353,0.056046,0.472
real_time_ex_covid,13,slowdown,Money,322,True,-0.002959,-0.002909,0.04654,-0.053492,0.048455,0.4752
real_time_ex_covid,13,slowdown,Other,322,True,-0.007165,-0.006344,0.029083,-0.040561,0.02832,0.3851
real_time_ex_covid,13,contraction,NoDur,0,False,,,,,,
real_time_ex_covid,13,contraction,Durbl,0,False,,,,,,
real_time_ex_covid,13,contraction,Manuf,0,False,,,,,,
real_time_ex_covid,13,contraction,Enrgy,0,False,,,,,,
real_time_ex_covid,13,contraction,Chems,0,False,,,,,,
real_time_ex_covid,13,contraction,BusEq,0,False,,,,,,
real_time_ex_covid,13,contraction,Telcm,0,False,,,,,,
real_time_ex_covid,13,contraction,Utils,0,False,,,,,,
real_time_ex_covid,13,contraction,Shops,0,False,,,,,,
real_time_ex_covid,13,contraction,Hlth,0,False,,,,,,
real_time_ex_covid,13,contraction,Money,0,False,,,,,,
real_time_ex_covid,13,contraction,Other,0,False,,,,,,
real_time_ex_covid,26,recovery,NoDur,10,True,-0.05072,-0.05337,0.029713,-0.075021,-0.015648,0.0
real_time_ex_covid,26,recovery,Durbl,10,True,-0.112568,-0.095588,0.11631,-0.245645,0.025088,0.3
real_time_ex_covid,26,recovery,Manuf,10,True,-0.014793,-0.023627,0.059166,-0.075152,0.052053,0.5
real_time_ex_covid,26,recovery,Enrgy,10,True,0.078392,0.070381,0.156022,-0.08704,0.219107,0.7
real_time_ex_covid,26,recovery,Chems,10,True,-0.062491,-0.064391,0.023639,-0.089621,-0.040041,0.0
real_time_ex_covid,26,recovery,BusEq,10,True,0.056139,0.043767,0.033231,0.028985,0.101232,1.0
real_time_ex_covid,26,recovery,Telcm,10,True,-0.090602,-0.084108,0.033202,-0.136149,-0.056042,0.0
real_time_ex_covid,26,recovery,Utils,10,True,-0.046159,-0.045824,0.022235,-0.07147,-0.019799,0.0
real_time_ex_covid,26,recovery,Shops,10,True,-0.01246,-0.007618,0.021084,-0.039604,0.010604,0.5
real_time_ex_covid,26,recovery,Hlth,10,True,-0.033852,-0.029785,0.030433,-0.073142,-0.003934,0.1
real_time_ex_covid,26,recovery,Money,10,True,0.026929,0.038572,0.049956,-0.037998,0.076843,0.7
real_time_ex_covid,26,recovery,Other,10,True,-0.022869,-0.019003,0.036272,-0.063617,0.01567,0.5
real_time_ex_covid,26,expansion,NoDur,265,True,-0.02526,-0.011222,0.081066,-0.130381,0.069622,0.4226
real_time_ex_covid,26,expansion,Durbl,265,True,-0.014455,-0.029465,0.152933,-0.174205,0.204175,0.3623
real_time_ex_covid,26,expansion,Manuf,265,True,-0.008626,-0.013196,0.044462,-0.064858,0.052245,0.434
real_time_ex_covid,26,expansion,Enrgy,265,True,-0.008499,-0.062691,0.206551,-0.186595,0.232011,0.3321
real_time_ex_covid,26,expansion,Chems,265,True,-0.029525,-0.020902,0.068113,-0.108788,0.049378,0.3132
real_time_ex_covid,26,expansion,BusEq,265,True,0.029083,0.026756,0.049608,-0.037161,0.091028,0.766
real_time_ex_covid,26,expansion,Telcm,265,True,-0.042635,-0.038389,0.080385,-0.145924,0.058985,0.3057
real_time_ex_covid,26,expansion,Utils,265,True,-0.000631,0.001285,0.098616,-0.127072,0.13443,0.5019
real_time_ex_covid,26,expansion,Shops,265,True,0.004542,4.9e-05,0.054624,-0.06813,0.07866,0.5019
real_time_ex_covid,26,expansion,Hlth,265,True,0.000747,0.003936,0.065498,-0.079902,0.080742,0.5132
real_time_ex_covid,26,expansion,Money,265,True,0.002677,0.004769,0.055811,-0.061035,0.065199,0.5245
real_time_ex_covid,26,expansion,Other,265,True,-0.017015,-0.009513,0.037029,-0.051634,0.024233,0.2906
real_time_ex_covid,26,slowdown,NoDur,320,True,-0.029272,-0.031579,0.078597,-0.128284,0.074712,0.3688
real_time_ex_covid,26,slowdown,Durbl,320,True,0.001049,-0.023396,0.179749,-0.196683,0.185117,0.4188
real_time_ex_covid,26,slowdown,Manuf,320,True,0.000742,-0.004193,0.075345,-0.080774,0.079847,0.475
real_time_ex_covid,26,slowdown,Enrgy,320,True,-0.045902,-0.061194,0.152821,-0.203792,0.116511,0.3344
real_time_ex_covid,26,slowdown,Chems,320,True,-0.03623,-0.031224,0.065221,-0.111695,0.039087,0.2812
real_time_ex_covid,26,slowdown,BusEq,320,True,0.0378,0.03401,0.058911,-0.039998,0.107619,0.7688
real_time_ex_covid,26,slowdown,Telcm,320,True,-0.028178,-0.016611,0.074773,-0.148586,0.054225,0.3594
real_time_ex_covid,26,slowdown,Utils,320,True,-0.009699,-0.011668,0.086702,-0.117326,0.095787,0.4313
real_time_ex_covid,26,slowdown,Shops,320,True,-0.000734,-0.000448,0.049338,-0.056043,0.062747,0.4969
real_time_ex_covid,26,slowdown,Hlth,320,True,-0.012933,-0.016573,0.071595,-0.099462,0.083772,0.3937
real_time_ex_covid,26,slowdown,Money,320,True,-0.006841,-0.003682,0.068771,-0.095414,0.069683,0.475
real_time_ex_covid,26,slowdown,Other,320,True,-0.011801,-0.010873,0.040505,-0.056846,0.034905,0.3656
real_time_ex_covid,26,contraction,NoDur,0,False,,,,,,
real_time_ex_covid,26,contraction,Durbl,0,False,,,,,,
real_time_ex_covid,26,contraction,Manuf,0,False,,,,,,
real_time_ex_covid,26,contraction,Enrgy,0,False,,,,,,
real_time_ex_covid,26,contraction,Chems,0,False,,,,,,
real_time_ex_covid,26,contraction,BusEq,0,False,,,,,,
real_time_ex_covid,26,contraction,Telcm,0,False,,,,,,
real_time_ex_covid,26,contraction,Utils,0,False,,,,,,
real_time_ex_covid,26,contraction,Shops,0,False,,,,,,
real_time_ex_covid,26,contraction,Hlth,0,False,,,,,,
real_time_ex_covid,26,contraction,Money,0,False,,,,,,
real_time_ex_covid,26,contraction,Other,0,False,,,,,,
real_time_gated,4,recovery,NoDur,34,True,-0.012652,-0.008843,0.020171,-0.039404,0.014712,0.2353
real_time_gated,4,recovery,Durbl,34,True,0.073115,0.063101,0.103271,-0.037518,0.229562,0.7059
real_time_gated,4,recovery,Manuf,34,True,0.005862,0.001405,0.023692,-0.021708,0.04087,0.5294
